1324738434	659355400	1324865145	455783812	126711
1324866258	581384975	1324999579	419437275	133321
1325000113	972193325	1325033287	218791950	33173.2
1325033507	463110062	1325205649	766692200	172142
1325235242	487582062	1325235605	24817887	362.537
1325236400	33262837	1325374702	565366400	138303
1325375213	264344325	1325547878	649997837	172665
1325548516	173854225	1325721181	402120275	172665
1325721435	325181262	1325809473	464718150	88038.1
1325842395	518760912	1325896867	51358812	54471.5
1325897432	759497537	1325898564	200530675	1131.44
1325899131	678054575	1325981459	497510500	82327.8
1325982301	637516525	1326156112	872019950	173811
1326159546	12846212	1326338022	789530737	178477
1326338463	532151525	1326402283	888096212	63820.4
1326430625	451117375	1326503077	880463575	72452.4
1326530316	280409362	1326532233	841464800	1917.56
1326533551	818965900	1326675007	312421437	141455
1326675551	882614800	1326733522	299743975	57970.4
1326765067	751887787	1326849366	279723612	84298.5
1326850638	727491012	1326897920	156230112	47281.4
1326958630	129629212	1327022043	597991112	63413.5
1327047140	873574062	1327091370	983085275	44230.1
1327103577	534506662	1327183651	318791725	80073.8
1327197301	473681112	1327277789	592144112	80488.1
1327278175	978171862	1327284418	615569675	6242.64
1327287251	860392925	1327453759	83893775	166507
1327454378	993991600	1327479879	710728512	25500.7
1327480447	298835375	1327625860	708431037	145413
1327626505	401679350	1327633556	472888350	7051.07
1327634293	3811512	1327635076	666134737	783.662
1327635799	477039475	1327711731	882514437	75932.4
1327740894	914581450	1327742596	735610537	1701.82
1327743168	621486737	1327797106	532368875	53937.9
1327807046	708910200	1327884886	266190425	77839.6
1327885490	517263362	1327956845	953469887	71355.4
1327975263	172235712	1328058443	787444950	83180.6
1328058663	667070762	1328230460	660377937	171797
1328252220	7787350	1328317271	358773587	65051.4
1328317556	93610900	1328488068	566742687	170512
1328488540	632639475	1328492873	764180075	4333.13
1328518147	819855037	1328663819	773722687	145672
1328664236	48364350	1328835398	633409775	171163
1328864311	905227512	1328922060	119266900	57748.2
1328922414	879898425	1329094001	767022325	171587
1329094364	252896325	1329266351	2280137	171987
1329267202	799067025	1329438287	219773662	171084
1329464742	532640250	1329697847	390664937	233105
1329698384	129803450	1329869945	522561062	171561
1329870409	900810462	1330044756	186149462	174346
1330070428	997495012	1330130430	766347987	60001.8
1330130657	739329725	1330308052	127333625	177394
1330308617	127571475	1330477754	991232925	169138
1330478209	728979725	1330649162	372616200	170953
1330673542	188248812	1330736640	541180600	63098.4
1330737183	118292275	1330909339	720122462	172157
1330909905	8612162	1331082033	761814337	172129
1331082562	760265375	1331260967	326618462	178405
1331279386	530507550	1331340882	122752262	61495.6
1331341608	454890375	1331544887	858427075	203279
1331545123	466887912	1331686756	884503650	141633
1331687407	289057750	1331693135	25223425	5727.74
1331693704	746933962	1331859530	380768250	165826
1331883261	611212925	1332118728	751852762	235467
1332120025	642463225	1332152447	556139037	32421.9
1332153016	611509462	1332213913	939440362	60897.3
1332214483	247841287	1332292228	284646825	77745
1332293373	565067837	1332313823	897630112	20450.3
1332314112	771853887	1332375891	763121750	61779
1332376592	52888050	1332380181	663042612	3589.61
1332380328	907544312	1332383748	26752650	3419.12
1332384667	51312175	1332388086	659407412	3419.61
1332389308	438129487	1332392904	11413025	3595.57
1332393078	985244187	1332400621	677107450	7542.69
1332401513	844764387	1332408180	575649300	6666.73
1332408506	280914337	1332464427	513996612	55921.2
1332489733	524114375	1332494761	899720787	5028.38
1332495542	324879762	1332550769	631084462	55227.3
1332552900	513478212	1332573628	725599325	20728.2
1332574488	617863362	1332723700	104124050	149211
1332724746	245449975	1332809677	427126912	84931.2
1332810088	813407625	1332982867	855580250	172779
1332983170	166912837	1333068570	88563737	85399.9
1333097626	206094875	1333238388	369225225	140762
1333238955	888333025	1333242248	997280437	3293.11
1333243039	54255700	1333414778	771736787	171740
1333415889	516447437	1333587848	676913000	171959
1333588155	778357450	1333673650	639432487	85494.9
1333701050	610142925	1333702792	519194362	1741.91
1333703452	717635000	1333756806	935509187	53354.2
1333850106	683636912	1333851770	425030475	1663.74
1333879614	76361475	1333932667	944785900	53053.9
1333937867	627618437	1334019882	280795825	82014.7
1334020202	524191400	1334192263	208368750	172061
1334192657	884432975	1334278690	630210350	86032.7
1334303522	943903962	1334451602	401638600	148079
1334451881	729617550	1334624203	474845525	172322
1334624710	906144212	1334797137	347526362	172426
1334797405	90409462	1334883616	644619325	86211.6
