1324738438	460909725	1324862917	31105475
1324866651	846194325	1324999579	419437275
1325000113	972193325	1325033287	218791950
1325033507	463110062	1325033573	192258325
1325033786	742747850	1325033855	111442137
1325034112	128858987	1325038813	700832600
1325039800	378801475	1325205649	766692200
1325237136	106887725	1325374702	565366400
1325375213	264344325	1325375235	161950300
1325376140	377309287	1325547878	649997837
1325548516	173854225	1325548538	967102425
1325548901	755977637	1325549040	424845812
1325549385	360578337	1325721181	402120275
1325721435	325181262	1325725003	64442600
1325725247	145644612	1325736857	706707137
1325736980	682492825	1325741479	406781525
1325742607	196774250	1325745651	727388862
1325747337	320343137	1325809277	59047337
1325842395	518760912	1325896867	51358812
1325897432	759497537	1325898564	200530675
1325899131	678054575	1325981459	497510500
1325983040	424366587	1326144642	904738487
1326145842	879171150	1326155850	432882512
1326160009	146970712	1326160148	711304725
1326160195	674146650	1326178948	734804725
1326184604	473938812	1326327523	513558062
1326329932	121474712	1326331132	839512225
1326333888	487228950	1326338022	789530737
1326339185	115079687	1326369460	986826600
1326370659	204546787	1326402069	202663225
1326431049	374928362	1326462315	813050037
1326463519	993487187	1326503077	880463575
1326530316	280409362	1326532233	841464800
1326533551	818965900	1326675007	312421437
1326675924	968435462	1326731399	182028775
1326768814	830445712	1326816179	453466212
1326816704	502430837	1326838561	802031612
1326839803	729866537	1326845869	228460512
1326847087	846154962	1326849366	279723612
1326850638	727491012	1326858570	201574525
1326862208	22667487	1326893795	123543287
1326895051	46712025	1326897475	754541250
1326959467	207047225	1326961900	191089962
1326964174	564463637	1327007418	572929937
1327008653	698581400	1327021970	434723212
1327049831	110222112	1327051045	731478450
1327052272	987345025	1327054700	568094325
1327055921	575216962	1327064426	715317750
1327065643	525912125	1327091370	983085275
1327104685	56427862	1327105752	272931762
1327106747	492314137	1327114621	847097987
1327115867	684366237	1327126557	371479662
1327128518	393282750	1327129503	944880425
1327132428	532528737	1327136005	222860125
1327137585	885968950	1327151000	784979275
1327152234	667071900	1327158322	732398037
1327159566	734685337	1327176622	601199162
1327177868	932617712	1327182746	468071975
1327198316	336746087	1327203133	788667000
1327203206	294683437	1327238497	979979425
1327239716	81830037	1327277789	592144112
1327278175	978171862	1327278460	82918200
1327278963	401030100	1327279348	999496012
1327279454	557595062	1327279654	614981025
1327279968	833109437	1327283645	356297437
1327290026	190346150	1327312774	603874012
1327313219	638271600	1327314445	100500387
1327315657	639437887	1327363155	126887000
1327363635	893186675	1327453279	445772212
1327454438	28428137	1327470185	521407162
1327470689	990692837	1327479879	710728512
1327480447	298835375	1327535681	465860225
1327535896	991940075	1327535973	735766025
1327536204	711677362	1327547022	332457062
1327548470	7429400	1327564500	753200912
1327565733	482530712	1327625860	708431037
1327627159	989161212	1327633556	472888350
1327634293	3811512	1327635076	666134737
1327635799	477039475	1327662380	295824675
1327662757	491478787	1327694113	721947750
1327695361	666794925	1327711731	882514437
1327742105	198724187	1327742596	735610537
1327743168	621486737	1327797015	837678112
1327808899	913625162	1327884886	266190425
1327885490	517263362	1327885784	251099025
1327886289	680085312	1327886640	627387425
1327887103	217051662	1327955326	419676475
1327975263	172235712	1327984242	313240162
1327984537	95330700	1327991532	662203187
1327991776	873475487	1327996636	88806737
1327997639	146609050	1327999916	462908737
1327999971	59346987	1328058443	787444950
1328058663	667070762	1328059002	499005837
1328059266	483814362	1328059476	910540725
1328059688	887154437	1328230460	660377937
1328253444	988805762	1328317271	358773587
1328317556	93610900	1328317580	469000150
1328317984	430379987	1328318013	758390987
1328318248	189884300	1328329020	592577400
1328329394	731705300	1328488068	566742687
1328488540	632639475	1328488739	786449575
1328489005	813420175	1328489201	164722737
1328489483	47590800	1328492873	764180075
1328518147	819855037	1328663819	773722687
1328664236	48364350	1328664268	329830275
1328665209	126349862	1328667287	660114762
1328668722	208190137	1328708283	691704737
1328708353	698557687	1328835279	592690825
1328865245	54945975	1328922060	119266900
1328922503	33141362	1329094001	767022325
1329094364	252896325	1329094393	445668975
1329094744	852957550	1329094777	954088325
1329095063	160804912	1329163354	419038612
1329168345	143827000	1329177410	471966262
1329178035	191989025	1329266351	2280137
1329267202	799067025	1329267254	895390850
1329267605	519387400	1329267642	763742700
1329267898	733659262	1329438287	219773662
1329466432	343737350	1329520321	851868850
1329533655	445659162	1329583268	431590712
1329583324	452505450	1329594827	166843525
1329595017	671777125	1329697847	390664937
1329698384	129803450	1329698587	539575925
1329699022	135439550	1329699076	998894862
1329699351	286714550	1329869945	522561062
1329870409	900810462	1329870512	689373762
1329871354	44598150	1330044756	186149462
1330073020	966435837	1330130430	766347987
1330130950	418730387	1330131086	313324262
1330131547	88160375	1330308052	127333625
1330308669	61701962	1330320369	796195825
1330321653	257489037	1330477754	991232925
1330478655	897921987	1330584157	618496637
1330585170	741758587	1330649162	372616200
1330673600	387212287	1330736640	541180600
1330737200	469979500	1330909339	720122462
1330909905	8612162	1330910518	496939950
1330910828	700034500	1330910935	311961950
1330911441	727149450	1331082033	761814337
1331083168	454776675	1331245103	825972800
1331246094	296043962	1331251498	368603975
1331279399	328830000	1331281646	344431600
1331286863	266301925	1331340882	122752262
1331341608	454890375	1331341684	89399150
1331341946	154768050	1331342096	949914637
1331342325	593822425	1331544817	915642025
1331545958	523285900	1331619999	595827087
1331621653	155866550	1331686756	884503650
1331687407	289057750	1331687533	896243712
1331690408	602902412	1331693135	25223425
1331693704	746933962	1331859260	572264600
1331883261	611212925	1332118655	73263050
1332121857	218244625	1332152447	556139037
1332153016	611509462	1332200150	752572087
1332202785	795504562	1332213913	939440362
1332214483	247841287	1332292225	468535225
1332293410	447105750	1332311988	33427737
1332314112	771853887	1332375891	763121750
1332376601	451845650	1332380181	663042612
1332380330	412031262	1332383748	26752650
1332384667	51312175	1332388086	659407412
1332389317	385648325	1332392903	683235212
1332393078	985244187	1332396073	791288737
1332396131	340922612	1332400149	245655962
1332401848	865297825	1332407574	216858375
1332409641	707037462	1332413218	927825212
1332413854	44381662	1332417390	596663750
1332417679	633379487	1332418955	743286887
1332421931	146301287	1332424215	254842962
1332424555	404434400	1332427267	647237
1332427814	594516450	1332431466	531391037
1332431792	505125512	1332436427	11105287
1332436630	409513625	1332441130	420176187
1332441249	356255950	1332445781	171929275
1332445882	253718337	1332450421	436900925
1332450540	154972325	1332464119	9804975
1332495619	187182387	1332550529	193303825
1332552900	513478212	1332554818	247147225
1332555724	404170037	1332573628	725599325
1332574488	617863362	1332639433	521393887
1332640441	300358862	1332723700	104124050
1332724746	245449975	1332809677	427126912
1332810088	813407625	1332810147	709719625
1332810775	594946112	1332810849	73637087
1332811104	998557862	1332982867	855580250
1332983170	166912837	1332983196	534919362
1332983478	240706200	1332983499	254229750
1332983762	393314237	1333068570	88563737
1333097626	206094875	1333223843	507515887
1333225187	680743012	1333237621	703666087
1333239596	511074925	1333242248	997280437
1333243477	127423350	1333288927	41529800
1333290259	878504137	1333414778	771736787
1333416042	955024875	1333587848	676913000
1333588435	873432762	1333588497	248984437
1333588821	639367687	1333673650	639432487
1333701719	871144250	1333702792	519194362
1333703452	717635000	1333756806	935509187
1333880614	264967687	1333881470	987298125
1333881985	409754250	1333883671	540083225
1333883717	328836225	1333883789	153494150
1333883846	668945875	1333932663	209437300
1333938126	961703125	1333952477	5490412
1333953497	316354912	1334001712	781341287
1334002730	898675212	1334019877	835165750
1334020627	536527200	1334118748	413624562
1334134453	154489400	1334192250	6742125
1334193139	554801550	1334278681	122195125
1334303712	698564925	1334387671	326654550
1334388172	302600450	1334388394	315662600
1334394846	962438237	1334451602	401638600
1334451881	729617550	1334451907	711509237
1334452317	838693350	1334624203	474845525
1334624710	906144212	1334624991	573824537
1334625644	726745625	1334625771	904081562
1334626599	691124100	1334797137	347526362
1334797405	90409462	1334797425	369852350
1334797778	576204187	1334797812	327735562
1334798115	176541100	1334883194	250359300
