1324738437	743992562	1324862917	31105475	124479
1324866391	922842925	1325033573	192258325	167181
1325033786	742747850	1325038813	700832600	5026.96
1325039800	378801475	1325205652	840963750	165852
1325234793	87627437	1325235603	60922175	809.973
1325236856	11926175	1325375235	161950300	138379
1325375667	988761737	1325548538	967102425	172871
1325548901	755977637	1325745651	727388862	196750
1325747337	320343137	1325809277	59047337	61939.7
1325840042	53192237	1325981869	590387700	141828
1325982642	999097537	1326156045	234158400	173402
1326159477	413832637	1326178948	734804725	19471.3
1326184604	473938812	1326338438	85099787	153834
1326338998	748469150	1326402069	202663225	63070.5
1326430511	825282750	1326503171	226750975	72659.4
1326529746	142282150	1326675008	301072975	145262
1326675924	968435462	1326733408	553630937	57483.6
1326765582	473491475	1326849369	122642337	83786.6
1326850094	712015075	1326897991	985803562	47897.3
1326959467	207047225	1326961900	191089962	2432.98
1326964174	564463637	1327022040	889090437	57866.3
1327045550	117088862	1327091425	605967800	45875.5
1327103768	776778075	1327105752	272931762	1983.5
1327106747	492314137	1327126557	371479662	19809.9
1327128518	393282750	1327129503	944880425	985.552
1327132428	532528737	1327183883	442313012	51454.9
1327196796	212699862	1327203133	788667000	6337.58
1327203206	294683437	1327278460	82918200	75253.8
1327278963	401030100	1327279348	999496012	385.598
1327279454	557595062	1327284459	855624512	5005.3
1327287468	354169950	1327454188	92066962	166720
1327454438	28428137	1327535681	465860225	81243.4
1327535896	991940075	1327535973	735766025	76.7438
1327536204	711677362	1327626578	366382187	90373.7
1327626845	992048150	1327662380	295824675	35534.3
1327662757	491478787	1327711743	259191575	48985.8
1327740893	49423675	1327797096	417329912	56203.4
1327807070	174240637	1327885784	251099025	78714.1
1327886289	680085312	1327956585	621844800	70295.9
1327974534	321148987	1327996636	88806737	22101.8
1327997639	146609050	1328059002	499005837	61363.4
1328059266	483814362	1328230558	258340362	171292
1328251410	693059512	1328317580	469000150	66169.8
1328317984	430379987	1328488739	786449575	170755
1328489005	813420175	1328494048	850601337	5043.04
1328514209	893021937	1328664268	329830275	150058
1328665209	126349862	1328667287	660114762	2078.53
1328668722	208190137	1328835405	864120962	166684
1328864084	507136312	1328922162	212082700	58077.7
1328922428	833075500	1329094393	445668975	171965
1329094744	852957550	1329267254	895390850	172510
1329267605	519387400	1329438533	483190262	170928
1329462829	551893112	1329522117	994651187	59288.4
1329529265	855171550	1329698587	539575925	169322
1329699022	135439550	1329870512	689373762	171491
1329870791	85540412	1330044766	293504237	173975
1330065651	295540562	1330130657	396637912	65006.1
1330130950	418730387	1330308218	472809075	177268
1330308637	343874775	1330477827	210541675	169190
1330478655	897921987	1330584157	618496637	105502
1330585170	741758587	1330649421	459724450	64250.7
1330673556	326891537	1330736884	297069537	63328
1330737194	151821162	1330910518	496939950	173324
1330910828	700034500	1331082351	515062950	171523
1331082916	533654287	1331261031	498759812	178115
1331279393	206170175	1331341684	89399150	62290.9
1331341946	154768050	1331544817	915642025	202872
1331545853	950738150	1331619999	595827087	74145.6
1331621653	155866550	1331687533	896243712	65880.7
1331690408	602902412	1331860139	604569762	169731
1331881562	782988775	1332118655	73263050	237092
1332121857	218244625	1332292225	468535225	170368
1332293410	447105750	1332375899	532810200	82489.1
1332376601	451845650	1332380184	896799212	3583.44
1332380329	395823487	1332383909	969898762	3580.57
1332384136	856052337	1332388342	297467437	4205.44
1332389314	124351262	1332392903	683235212	3589.56
1332393076	459355400	1332396073	791288737	2997.33
1332396131	340922612	1332400149	245655962	4017.9
1332401848	865297825	1332407574	216858375	5725.35
1332409641	707037462	1332413546	388808687	3904.68
1332413854	44381662	1332417390	596663750	3536.55
1332417679	633379487	1332421388	151610362	3708.52
1332421728	739573112	1332424217	967112837	2489.23
1332424419	854149662	1332427501	308609437	3081.45
1332427744	495908300	1332431466	531391037	3722.04
1332431734	797091687	1332436427	11105287	4692.21
1332436618	325613550	1332441130	420176187	4512.09
1332441242	615790562	1332445781	171929275	4538.56
1332445877	132949412	1332450421	436900925	4544.3
1332450533	683765537	1332464797	338851062	14263.7
1332489812	367630712	1332494764	159470562	4951.79
1332494982	960556825	1332550696	621133275	55713.7
1332552805	100538137	1332554818	247147225	2013.15
1332555724	404170037	1332639433	521393887	83709.1
1332640441	300358862	1332724106	833273062	83665.5
1332724419	916775562	1332810147	709719625	85727.8
1332810775	594946112	1332983196	534919362	172421
1332983478	240706200	1333069004	33949275	85525.8
1333096913	953210337	1333237621	703666087	140708
1333238615	600217650	1333242477	809670100	3862.21
1333243271	663167125	1333415285	400220050	172014
1333415963	764240487	1333588123	744893062	172160
1333588435	873432762	1333674238	656288712	85802.8
1333701409	54370100	1333756809	364304450	55400.3
1333880614	264967687	1333932671	53368737	52056.8
1333937207	166058837	1333952477	5490412	15269.8
1333953497	316354912	1334001712	781341287	48215.5
1334002730	898675212	1334019880	261320337	17149.4
1334020480	234136700	1334192250	6742125	171770
1334193018	836219125	1334278688	395485862	85669.6
1334303593	436640325	1334451907	711509237	148314
1334452151	482265037	1334624991	573824537	172840
1334625644	726745625	1334797425	369852350	171781
1334797778	576204187	1334883688	272373250	85909.7
